Time,cX001,cX002,cX003,cX004,cX005,cX006,cX007,cX008,cX009,cX010,cX011,cX012,cX013,cX014,cX015,cX016,cX017,cX018,cX019,cX020
1339.881,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.27,,,0.15
1339.916,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.27,,,0.15
1339.951,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.26,,,0.14
1339.986,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1340.021,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1340.056,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1340.091,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1340.126,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1340.161,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.29,,,0.14
1340.196,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.3,,,0.14
1340.231,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.3,,,0.14
1340.266,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.31,,,0.15
1340.301,0.22,,,-0.03,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.33,,,0.15
1340.336,0.22,,,-0.03,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.33,,,0.15
1340.371,0.22,,,-0.03,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.35,,,0.15
1340.406,0.23,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.37,,,0.15
1340.441,0.23,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.37,,,0.15
1340.476,0.23,,,-0.03,,,0.1,-0.13,,-0.12,0.39,-0.48,,,,,-0.41,,,0.15
1340.511,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.42,,,0.14
1340.546,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.42,,,0.14
1340.581,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.44,,,0.14
1340.616,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.46,,,0.14
1340.651,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.46,,,0.14
1340.686,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.47,,,0.15
1340.721,0.22,,,-0.03,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.5,,,0.15
1340.756,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.51,,,0.14
1340.791,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.51,,,0.14
1340.826,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.53,,,0.15
1340.861,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1340.896,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1340.931,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1340.966,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.001,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.036,0.22,,,-0.04,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.071,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.106,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.141,0.22,,,-0.04,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.14
1341.176,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.211,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.246,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.281,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.316,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.351,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.386,0.23,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.421,0.23,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.456,0.22,,,-0.04,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.491,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.526,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.561,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.596,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.631,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.666,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.701,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.736,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.771,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.806,0.23,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.841,0.23,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.876,0.23,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1341.911,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.946,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1341.981,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.016,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.051,0.22,,,-0.03,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.086,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.121,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.156,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.191,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.226,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.261,0.22,,,-0.04,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.296,0.22,,,-0.03,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.331,0.22,,,-0.03,,,0.1,-0.13,,-0.11,0.39,-0.48,,,,,,,,0.15
1342.366,0.22,,,-0.03,,,0.1,-0.13,,-0.11,0.39,-0.48,,,,,,,,0.15
1342.401,0.22,,,-0.03,,,0.09,-0.13,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.436,0.22,,,-0.03,,,0.1,-0.12,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.471,0.22,,,-0.03,,,0.1,-0.12,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.506,0.22,,,-0.03,,,0.09,-0.11,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.541,0.22,,,-0.03,,,0.09,-0.11,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.576,0.22,,,-0.03,,,0.09,-0.11,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.611,0.22,,,-0.03,,,0.1,-0.1,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.646,0.22,,,-0.04,,,0.09,-0.1,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.681,0.22,,,-0.04,,,0.09,-0.1,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.716,0.22,,,-0.03,,,0.09,-0.1,,-0.12,0.39,-0.48,,,,,,,,0.14
1342.751,0.22,,,-0.03,,,0.1,-0.09,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.786,0.22,,,-0.03,,,0.1,-0.09,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.821,0.22,,,-0.03,,,0.1,-0.09,,-0.11,0.39,-0.48,,,,,,,,0.15
1342.856,0.22,,,-0.04,,,0.09,-0.08,,-0.12,0.39,-0.48,,,,,,,,0.14
1342.891,0.22,,,-0.04,,,0.09,-0.08,,-0.12,0.39,-0.48,,,,,,,,0.14
1342.926,0.22,,,-0.03,,,0.1,-0.07,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.961,0.22,,,-0.03,,,0.1,-0.07,,-0.12,0.39,-0.48,,,,,,,,0.15
1342.996,0.22,,,-0.03,,,0.1,-0.07,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.031,0.22,,,-0.03,,,0.1,-0.06,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.066,0.22,,,-0.03,,,0.09,-0.06,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.101,0.22,,,-0.03,,,0.09,-0.06,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.136,0.22,,,-0.03,,,0.1,-0.05,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.171,0.22,,,-0.03,,,0.09,-0.05,,-0.11,0.39,-0.48,,,,,,,,0.14
1343.206,0.22,,,-0.03,,,0.09,-0.05,,-0.11,0.39,-0.48,,,,,,,,0.14
1343.241,0.22,,,-0.03,,,0.09,-0.04,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.276,0.22,,,-0.03,,,0.09,-0.04,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.311,0.22,,,-0.04,,,0.1,-0.03,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.346,0.22,,,-0.03,,,0.1,-0.03,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.381,0.22,,,-0.03,,,0.1,-0.03,,-0.12,0.39,-0.48,,,,,,,,0.16
1343.416,0.22,,,-0.03,,,0.1,-0.03,,-0.12,0.39,-0.48,,,,,,,,0.16
1343.451,0.22,,,-0.03,,,0.09,-0.03,,-0.11,0.39,-0.48,,,,,,,,0.15
1343.486,0.22,,,-0.03,,,0.09,-0.03,,-0.11,0.39,-0.48,,,,,,,,0.15
1343.521,0.22,,,-0.03,,,0.1,-0.02,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.556,0.22,,,-0.03,,,0.09,,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.591,0.22,,,-0.04,,,0.1,,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.626,0.22,,,-0.04,,,0.1,,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.661,0.22,,,-0.04,,,0.09,0.01,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.696,0.22,,,-0.03,,,0.09,0.02,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.731,0.22,,,-0.03,,,0.09,0.02,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.766,0.22,,,-0.04,,,0.1,0.02,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.801,0.22,,,-0.04,,,0.1,0.02,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.836,0.22,,,-0.03,,,0.09,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.871,0.22,,,-0.04,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.14
1343.906,0.22,,,-0.04,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.941,0.22,,,-0.04,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1343.976,0.22,,,-0.03,,,0.09,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.011,0.22,,,-0.03,,,0.1,0.04,,-0.11,0.39,-0.48,,,,,,,,0.15
1344.046,0.22,,,-0.03,,,0.1,0.04,,-0.11,0.39,-0.48,,,,,,,,0.15
1344.081,0.22,,,-0.03,,,0.1,0.04,,-0.11,0.39,-0.48,,,,,,,,0.15
1344.116,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.151,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.186,0.23,,,-0.03,,,0.09,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.221,0.22,,,-0.03,,,0.09,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.256,0.22,,,-0.03,,,0.09,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.291,0.22,,,-0.04,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.326,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.361,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,,,,0.15
1344.396,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.55,,,0.15
1344.431,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.55,,,0.15
1344.465,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.55,,,0.15
1344.5,0.22,,,-0.04,,,0.1,0.04,,-0.11,0.39,-0.48,,,,,-0.54,,,0.14
1344.535,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.54,,,0.15
1344.57,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.54,,,0.15
1344.605,0.23,,,-0.03,,,0.1,0.05,,-0.12,0.39,-0.48,,,,,-0.55,,,0.15
1344.64,0.22,,,-0.03,,,0.1,0.06,,-0.11,0.39,-0.47,,,,,-0.49,,,0.15
1344.675,0.22,,,-0.03,,,0.1,0.06,,-0.11,0.39,-0.47,,,,,-0.49,,,0.15
1344.71,0.22,,,-0.03,,,0.1,0.05,,-0.12,0.39,-0.48,,,,,-0.48,,,0.15
1344.745,0.22,,,-0.03,,,0.1,0.05,,-0.11,0.39,-0.48,,,,,-0.48,,,0.15
1344.78,0.22,,,-0.03,,,0.1,0.05,,-0.11,0.39,-0.48,,,,,-0.48,,,0.15
1344.815,0.22,,,-0.04,,,0.1,0.05,,-0.12,0.39,-0.48,,,,,-0.47,,,0.15
1344.85,0.22,,,-0.03,,,0.09,0.05,,-0.12,0.39,-0.48,,,,,-0.47,,,0.15
1344.885,0.22,,,-0.03,,,0.09,0.05,,-0.12,0.39,-0.48,,,,,-0.47,,,0.15
1344.92,0.22,,,-0.04,,,0.09,0.04,,-0.11,0.39,-0.48,,,,,-0.47,,,0.15
1344.955,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.46,,,0.15
1344.99,0.22,,,-0.03,,,0.1,0.04,,-0.12,0.39,-0.48,,,,,-0.46,,,0.15
1345.025,0.22,,,-0.03,,,0.09,0.05,,-0.12,0.39,-0.48,,,,,-0.44,,,0.15
1345.06,0.22,,,-0.04,,,0.1,0.06,,-0.11,0.39,-0.48,,,,,-0.44,,,0.15
1345.095,0.22,,,-0.04,,,0.1,0.06,,-0.11,0.39,-0.48,,,,,-0.44,,,0.15
1345.13,0.22,,,-0.04,,,0.09,0.05,,-0.12,0.39,-0.48,,,,,-0.44,,,0.15
1345.165,0.22,,,-0.03,,,0.1,0.05,,-0.11,0.39,-0.48,,,,,-0.41,,,0.15
1345.2,0.22,,,-0.03,,,0.1,0.05,,-0.11,0.39,-0.48,,,,,-0.41,,,0.15
1345.235,0.22,,,-0.04,,,0.1,0.07,,-0.12,0.39,-0.48,,,,,-0.4,,,0.15
1345.27,0.22,,,-0.04,,,0.1,0.07,,-0.11,0.39,-0.48,,,,,-0.39,,,0.15
1345.305,0.22,,,-0.04,,,0.1,0.07,,-0.11,0.39,-0.48,,,,,-0.39,,,0.15
1345.34,0.22,,,-0.03,,,0.09,0.08,,-0.11,0.39,-0.48,,,,,-0.36,,,0.15
1345.375,0.22,,,-0.04,,,0.1,0.08,,-0.12,0.39,-0.48,,,,,-0.37,,,0.15
1345.41,0.22,,,-0.04,,,0.1,0.08,,-0.12,0.39,-0.48,,,,,-0.37,,,0.15
1345.445,0.22,,,-0.03,,,0.1,0.08,,-0.11,0.39,-0.48,,,,,-0.34,,,0.15
1345.48,0.22,,,-0.04,,,0.09,0.08,,-0.12,0.39,-0.48,,,,,-0.34,,,0.15
1345.515,0.22,,,-0.04,,,0.09,0.08,,-0.12,0.39,-0.48,,,,,-0.34,,,0.15
1345.55,0.22,,,-0.03,,,0.1,0.09,,-0.11,0.39,-0.48,,,,,-0.33,,,0.15
1345.585,0.22,,,-0.03,,,0.09,0.09,,-0.11,0.39,-0.48,,,,,-0.32,,,0.15
1345.62,0.22,,,-0.03,,,0.09,0.09,,-0.11,0.39,-0.48,,,,,-0.32,,,0.15
1345.655,0.22,,,-0.04,,,0.1,0.08,,-0.12,0.39,-0.48,,,,,-0.31,,,0.15
1345.69,0.22,,,-0.04,,,0.1,0.08,,-0.12,0.39,-0.48,,,,,-0.31,,,0.15
1345.725,0.22,,,-0.04,,,0.09,0.08,,-0.12,0.39,-0.48,,,,,-0.31,,,0.15
1345.76,0.23,,,-0.04,,,0.09,0.09,,-0.12,0.39,-0.48,,,,,-0.32,,,0.15
1345.795,0.23,,,-0.04,,,0.09,0.09,,-0.12,0.39,-0.48,,,,,-0.32,,,0.15
1345.83,0.22,,,-0.03,,,0.1,0.09,,-0.11,0.39,-0.48,,,,,-0.31,,,0.15
1345.865,0.22,,,-0.04,,,0.1,0.09,,-0.12,0.39,-0.48,,,,,-0.3,,,0.15
1345.9,0.22,,,-0.04,,,0.1,0.09,,-0.12,0.39,-0.48,,,,,-0.3,,,0.15
1345.935,0.22,,,-0.03,,,0.1,0.09,,-0.12,0.39,-0.48,,,,,-0.3,,,0.15
1345.97,0.23,,,-0.04,,,0.1,0.1,,-0.12,0.39,-0.48,,,,,-0.29,,,0.15
1346.005,0.23,,,-0.04,,,0.1,0.1,,-0.12,0.39,-0.48,,,,,-0.29,,,0.15
1346.04,0.22,,-0.55,-0.03,,,0.09,0.1,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.075,0.22,,-0.54,-0.03,,,0.1,0.1,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.11,0.22,,-0.53,-0.04,,,0.1,0.1,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.145,0.22,,-0.53,-0.04,,,0.1,0.1,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.18,0.22,,-0.5,-0.04,,,0.1,0.1,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.215,0.22,,-0.48,-0.04,,,0.1,0.09,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.25,0.22,,-0.48,-0.04,,,0.1,0.09,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.285,0.22,,-0.41,-0.03,,,0.09,0.09,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.32,0.22,,-0.41,-0.03,,,0.09,0.09,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.355,0.22,,-0.45,-0.04,,,0.1,0.09,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1346.39,0.22,,-0.44,-0.03,,,0.09,0.09,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.425,0.22,,-0.44,-0.03,,,0.09,0.09,,-0.12,0.39,-0.48,,,,,-0.28,,,0.15
1346.46,0.22,,-0.45,-0.04,,,0.09,0.1,,-0.11,0.39,-0.48,,,,,-0.27,,,0.15
1346.495,0.22,,-0.43,-0.04,,,0.09,0.11,,-0.12,0.39,-0.48,,,,,-0.27,,,0.14
1346.53,0.22,,-0.43,-0.04,,,0.09,0.11,,-0.12,0.39,-0.48,,,,,-0.27,,,0.14
1346.565,0.22,,-0.47,-0.03,,,0.09,0.13,,-0.11,0.39,-0.48,,,,,-0.27,,,0.15
1346.6,0.22,,-0.46,-0.03,,,0.1,0.14,,-0.11,0.39,-0.48,,,,,-0.26,,,0.15
1346.635,0.22,,-0.46,-0.03,,,0.1,0.14,,-0.11,0.39,-0.48,,,,,-0.26,,,0.15
1346.67,0.22,,-0.47,-0.03,,,0.1,0.14,,-0.12,0.39,-0.48,,,,,-0.26,,,0.15
1346.705,0.22,,-0.46,-0.04,,,0.09,0.15,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1346.74,0.22,,-0.46,-0.04,,,0.09,0.15,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1346.775,0.22,,-0.44,-0.03,,,0.1,0.14,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1346.81,0.22,,-0.46,-0.04,,,0.09,0.14,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1346.845,0.22,,-0.46,-0.04,,,0.09,0.14,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1346.88,0.22,,-0.33,-0.04,,,0.1,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1346.915,0.22,,-0.39,-0.03,,,0.09,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1346.95,0.22,,-0.39,-0.03,,,0.09,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1346.985,0.22,,-0.37,-0.03,,,0.09,0.14,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.02,0.22,,-0.33,-0.03,,,0.09,0.15,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.055,0.22,,-0.33,-0.03,,,0.09,0.15,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.09,0.22,,-0.41,-0.03,,,0.09,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.125,0.22,,-0.41,-0.04,,,0.1,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.16,0.22,,-0.41,-0.04,,,0.1,0.15,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.195,0.22,,-0.41,-0.04,,,0.09,0.16,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.23,0.22,,-0.4,-0.03,,,0.1,0.17,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.265,0.22,,-0.4,-0.03,,,0.1,0.17,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.3,0.22,,-0.39,-0.03,,,0.09,0.19,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.335,0.22,,-0.38,-0.04,,,0.1,0.2,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.37,0.22,,-0.38,-0.04,,,0.1,0.2,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.405,0.22,,-0.37,-0.04,,,0.1,0.2,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.44,0.22,,-0.37,-0.04,,,0.09,0.2,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.475,0.22,,-0.37,-0.04,,,0.09,0.2,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.51,0.22,,-0.37,-0.03,,,0.09,0.2,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.545,0.22,,-0.37,-0.03,,,0.1,0.19,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.58,0.22,,-0.37,-0.03,,,0.1,0.19,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.615,0.22,,-0.37,-0.04,,,0.09,0.19,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.65,0.22,,-0.37,-0.03,,,0.1,0.2,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.685,0.22,,-0.37,-0.03,,,0.1,0.2,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.72,0.22,,-0.37,-0.03,,,0.09,0.21,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1347.755,0.22,,-0.37,-0.03,,,0.1,0.21,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.79,0.22,,-0.37,-0.03,,,0.1,0.21,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.825,0.22,,-0.37,-0.04,,,0.09,0.22,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.86,0.22,,-0.37,-0.03,,,0.09,0.23,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.895,0.22,,-0.37,-0.03,,,0.09,0.23,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.93,0.22,,-0.37,-0.04,,,0.1,0.24,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1347.965,0.22,,-0.37,-0.04,,,0.1,0.24,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.0,0.22,,-0.37,-0.04,,,0.1,0.24,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.035,0.22,,-0.37,-0.03,,,0.09,0.25,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.07,0.22,,-0.37,-0.04,,,0.1,0.26,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.105,0.22,,-0.37,-0.04,,,0.1,0.26,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.14,0.22,,-0.37,-0.04,,,0.1,0.26,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.175,0.22,,-0.37,-0.04,,,0.09,0.27,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.21,0.22,,-0.37,-0.04,,,0.09,0.27,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.245,0.22,,-0.37,-0.03,,,0.09,0.28,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.28,0.22,,-0.36,-0.04,,,0.09,0.29,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.315,0.22,,-0.36,-0.04,,,0.09,0.29,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.35,0.22,,-0.36,-0.03,,,0.09,0.31,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.385,0.22,,-0.37,-0.03,,,0.1,0.32,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.42,0.22,,-0.37,-0.03,,,0.1,0.32,,-0.11,0.39,-0.48,,,,,-0.25,,,0.15
1348.455,0.22,,-0.36,-0.04,,,0.09,0.33,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.49,0.22,,-0.37,-0.04,,,0.09,0.34,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
1348.525,0.22,,-0.37,-0.04,,,0.09,0.34,,-0.12,0.39,-0.48,,,,,-0.25,,,0.15
