Time,cX001,cX002,cX003,cX004,cX005,cX006,cX007,cX008,cX009,cX010,cX011,cX012,cX013,cX014,cX015,cX016,cX017,cX018,cX019,cX020
1309.85,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1309.885,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1309.92,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1309.955,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1309.99,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.025,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.06,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.095,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.13,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.165,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.2,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.235,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.27,0.22,,,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.305,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.34,0.22,,,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.375,0.23,,,,,,0.09,-0.13,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.41,0.22,,0.53,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.445,0.22,,0.53,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.48,0.22,,0.52,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.03,,,0.14
1310.515,0.22,,0.49,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.55,0.22,,0.49,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.585,0.22,,0.5,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.62,0.22,,0.45,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.655,0.22,,0.45,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.69,0.23,,0.43,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.725,0.22,,0.47,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.76,0.22,,0.47,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1310.795,0.22,,0.4,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.83,0.22,,0.42,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.865,0.22,,0.42,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.9,0.22,,0.36,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.935,0.22,,0.37,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1310.97,0.22,,0.37,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.005,0.22,,0.42,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.04,0.22,,0.41,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.075,0.22,,0.41,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.11,0.22,,0.37,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.145,0.22,,0.36,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.18,0.22,,0.36,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.215,0.22,,0.36,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.25,0.22,,0.34,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.285,0.22,,0.34,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.32,0.22,,0.34,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.355,0.22,,0.31,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.39,0.22,,0.3,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.425,0.22,,0.3,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.46,0.22,,0.31,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.495,0.22,,0.31,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.53,0.22,,0.28,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1311.565,0.22,,0.29,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.6,0.22,,0.29,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.635,0.22,,0.28,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.67,0.22,,0.29,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.705,0.22,,0.27,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.74,0.22,,0.27,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.775,0.22,,0.26,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.81,0.22,,0.27,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.845,0.22,,0.27,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.88,0.22,,0.25,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1311.915,0.22,,0.25,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1311.95,0.22,,0.25,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1311.985,0.22,,0.24,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.02,0.22,,0.21,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.055,0.22,,0.21,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.09,0.22,,0.22,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.125,0.22,,0.21,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.14
1312.16,0.22,,0.21,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.14
1312.195,0.22,,0.21,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.23,0.22,,0.21,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.265,0.22,,0.21,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.3,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.335,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.37,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.405,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.44,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.475,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.51,0.22,,0.19,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.14
1312.545,0.22,,0.2,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.58,0.22,,0.2,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.615,0.22,,0.19,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.65,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1312.685,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.14
1312.72,0.22,,0.2,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.755,0.22,,0.2,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.79,0.23,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.825,0.22,,0.17,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.86,0.22,,0.17,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.03,,,0.15
1312.895,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.93,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1312.965,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1313.0,0.22,,0.17,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.14
1313.035,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.05,,,0.15
1313.07,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1313.105,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.04,,,0.15
1313.14,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.05,,,0.15
1313.175,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.07,,,0.15
1313.21,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.07,,,0.15
1313.245,0.23,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.07,,,0.14
1313.28,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.08,,,0.15
1313.315,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.08,,,0.15
1313.35,0.22,,0.17,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.08,,,0.15
1313.385,0.22,,0.19,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.08,,,0.14
1313.42,0.22,,0.19,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.08,,,0.14
1313.455,0.22,,0.19,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.09,,,0.14
1313.49,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.09,,,0.15
1313.525,0.22,,0.18,,,,0.09,-0.14,,-0.08,0.39,-0.48,,,,,0.09,,,0.15
1313.56,0.22,,0.18,,,,0.1,-0.14,,-0.08,0.39,-0.48,,,,,0.09,,,0.15
1313.595,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.09,,,0.15
1313.63,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.09,,,0.15
1313.665,0.22,,0.17,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.08,,,0.15
1313.7,0.23,,0.19,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.07,,,0.15
1313.735,0.23,,0.19,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.07,,,0.15
1313.77,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.07,,,0.15
1313.805,0.22,,0.19,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1313.84,0.22,,0.19,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1313.875,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1313.91,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1313.945,0.22,,0.19,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1313.98,0.22,,0.18,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1314.015,0.22,,0.18,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1314.05,0.22,,0.17,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.05,,,0.15
1314.085,0.22,,0.19,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.04,,,0.14
1314.12,0.22,,0.18,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.04,,,0.15
1314.155,0.22,,0.18,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.04,,,0.15
1314.19,0.22,,0.18,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.04,,,0.15
1314.225,0.22,,0.17,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.03,,,0.14
1314.26,0.22,,0.17,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.03,,,0.14
1314.295,0.22,,0.17,,,,0.1,-0.14,,-0.09,0.39,-0.48,,,,,0.02,,,0.14
1314.33,0.23,,0.16,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.01,,,0.15
1314.365,0.23,,0.16,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.01,,,0.15
1314.4,0.22,,0.17,,,,0.09,-0.14,,-0.09,0.39,-0.48,,,,,0.01,,,0.15
1314.435,0.22,,0.15,,,,0.09,-0.14,,-0.1,0.39,-0.48,,,,,-0.01,,,0.15
1314.47,0.22,,0.15,,,,0.09,-0.14,,-0.1,0.39,-0.48,,,,,-0.01,,,0.15
1314.505,0.22,,0.15,,,,0.1,-0.14,,-0.1,0.39,-0.48,,,,,-0.02,,,0.14
1314.54,0.22,,0.17,,,,0.09,-0.14,,-0.1,0.39,-0.48,,,,,-0.04,,,0.15
1314.575,0.22,,0.17,,,,0.09,-0.14,,-0.1,0.39,-0.48,,,,,-0.04,,,0.15
1314.61,0.22,,0.15,,,,0.09,-0.14,,-0.1,0.39,-0.48,,,,,-0.06,,,0.15
1314.645,0.22,,0.14,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.14
1314.68,0.22,,0.14,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.14
1314.715,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.08,,,0.14
1314.75,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.08,,,0.14
1314.785,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.08,,,0.14
1314.82,0.22,,0.13,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.08,,,0.15
1314.855,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.15
1314.89,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.15
1314.925,0.22,,0.15,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.15
1314.96,0.22,,0.13,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.15
1314.995,0.22,,0.13,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.07,,,0.15
1315.03,0.22,,0.13,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.09,,,0.15
1315.065,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.09,,,0.14
1315.1,0.22,,0.12,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.09,,,0.14
1315.135,0.22,,0.12,,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.11,,,0.15
1315.17,0.22,,0.1,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.12,,,0.15
1315.205,0.22,,0.1,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.12,,,0.15
1315.24,0.22,,0.11,,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.14,,,0.15
1315.275,0.22,,0.11,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.16,,,0.14
1315.31,0.22,,0.11,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.16,,,0.14
1315.345,0.22,,0.1,,,,0.1,-0.13,,-0.11,0.39,-0.48,,,,,-0.17,,,0.14
1315.38,0.22,,0.09,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.17,,,0.15
1315.415,0.22,,0.09,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.17,,,0.15
1315.45,0.22,,0.08,,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.16,,,0.15
1315.485,0.22,,0.07,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.52,0.22,,0.07,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.555,0.22,,0.06,,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.14
1315.59,0.22,,0.06,,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.625,0.22,,0.06,,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.66,0.23,,0.04,-0.54,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.695,0.22,,0.05,-0.53,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.73,0.22,,0.05,-0.53,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.15,,,0.15
1315.765,0.22,,0.04,-0.52,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.16,,,0.15
1315.8,0.22,,0.02,-0.5,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.17,,,0.15
1315.835,0.22,,0.02,-0.5,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.17,,,0.15
1315.87,0.22,,-0.01,-0.48,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.18,,,0.15
1315.905,0.22,,,-0.47,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.2,,,0.15
1315.94,0.22,,,-0.47,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.2,,,0.15
1315.975,0.22,,0.01,-0.45,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.22,,,0.15
1316.01,0.22,,-0.04,-0.44,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.23,,,0.14
1316.045,0.22,,-0.04,-0.44,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.23,,,0.14
1316.08,0.22,,-0.09,-0.41,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.26,,,0.14
1316.115,0.22,,-0.11,-0.4,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.27,,,0.15
1316.15,0.22,,-0.11,-0.4,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.27,,,0.15
1316.185,0.23,,-0.12,-0.4,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.28,,,0.15
1316.22,0.22,,-0.13,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.3,,,0.15
1316.255,0.22,,-0.13,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.3,,,0.15
1316.29,0.22,,-0.13,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.31,,,0.14
1316.325,0.22,,-0.14,-0.4,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.33,,,0.14
1316.36,0.22,,-0.14,-0.4,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.33,,,0.14
1316.395,0.22,,-0.15,-0.4,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.33,,,0.15
1316.43,0.22,,-0.15,-0.4,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.33,,,0.15
1316.465,0.22,,-0.15,-0.4,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.33,,,0.15
1316.5,0.22,,-0.14,-0.4,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,-0.34,,,0.14
1316.535,0.22,,-0.15,-0.4,,,0.1,-0.13,,-0.12,0.39,-0.48,,,,,-0.37,,,0.14
1316.57,0.22,,-0.15,-0.4,,,0.1,-0.13,,-0.12,0.39,-0.48,,,,,-0.37,,,0.14
1316.605,0.22,,-0.16,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.39,,,0.14
1316.64,0.22,,-0.17,-0.4,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.41,,,0.15
1316.675,0.22,,-0.17,-0.4,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.41,,,0.15
1316.71,0.22,,-0.18,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.42,,,0.15
1316.745,0.22,,-0.18,-0.4,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.42,,,0.15
1316.78,0.22,,-0.18,-0.39,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.45,,,0.15
1316.815,0.22,,-0.18,-0.39,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,-0.47,,,0.14
1316.85,0.22,,-0.2,-0.39,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.5,,,0.14
1316.885,0.22,,-0.2,-0.39,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,-0.5,,,0.14
1316.92,0.22,,-0.21,-0.39,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.52,,,0.15
1316.955,0.22,,-0.21,-0.39,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.54,,,0.15
1316.99,0.22,,-0.21,-0.39,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,-0.54,,,0.15
1317.025,0.22,,-0.23,-0.38,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.06,0.22,,-0.23,-0.38,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.095,0.22,,-0.23,-0.38,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.13,0.22,,-0.25,-0.38,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.165,0.22,,-0.27,-0.38,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.2,0.22,,-0.27,-0.38,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.235,0.22,,-0.27,-0.38,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.27,0.22,,-0.28,-0.38,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.305,0.22,,-0.28,-0.38,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.34,0.22,,-0.3,-0.38,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.375,0.22,,-0.3,-0.37,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.41,0.22,,-0.3,-0.37,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.445,0.22,,-0.3,-0.37,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.48,0.22,,-0.3,-0.37,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1317.515,0.22,,-0.31,-0.37,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.55,0.22,,-0.31,-0.37,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.585,0.22,,-0.3,-0.36,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1317.62,0.22,,-0.31,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.655,0.22,,-0.31,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.69,0.22,,-0.31,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.725,0.23,,-0.31,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.76,0.23,,-0.31,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.795,0.22,,-0.32,-0.35,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1317.83,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1317.865,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1317.9,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.935,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1317.97,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1318.005,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1318.04,0.22,,-0.33,-0.35,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1318.075,0.22,,-0.33,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1318.11,0.22,,-0.34,-0.35,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1318.145,0.22,,-0.34,-0.35,,,0.1,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1318.18,0.22,,-0.35,-0.35,,,0.09,-0.14,,-0.11,0.39,-0.48,,,,,,,,0.15
1318.215,0.22,,-0.36,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1318.25,0.22,,-0.36,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.15
1318.285,0.22,,-0.37,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1318.32,0.22,,-0.37,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1318.355,0.22,,-0.37,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1318.39,0.22,,-0.38,-0.35,,,0.09,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1318.425,0.22,,-0.39,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
1318.46,0.22,,-0.39,-0.35,,,0.1,-0.14,,-0.12,0.39,-0.48,,,,,,,,0.14
